issue_time,turbine_id,valid_time,lead_hours,power_normalized,model_id,snapshot_id,run_init,available_at
2026-01-31T12:00:00+00:00,turbine-1,2026-02-01T00:00:00+00:00,12,0.02606,model-weather-experiment-640618020c918c13b93a05de,ecmwf00-a2d77f25-assumed-7b9a425c47be-1-20260131,2026-01-31T00:00:00+00:00,2026-01-31T10:00:00+00:00
2026-01-31T12:00:00+00:00,turbine-1,2026-02-01T01:00:00+00:00,13,0.032218,model-weather-experiment-640618020c918c13b93a05de,ecmwf00-a2d77f25-assumed-7b9a425c47be-1-20260131,2026-01-31T00:00:00+00:00,2026-01-31T10:00:00+00:00
2026-01-31T12:00:00+00:00,turbine-1,2026-02-01T02:00:00+00:00,14,0.047926,model-weather-experiment-640618020c918c13b93a05de,ecmwf00-a2d77f25-assumed-7b9a425c47be-1-20260131,2026-01-31T00:00:00+00:00,2026-01-31T10:00:00+00:00
2026-01-31T12:00:00+00:00,turbine-1,2026-02-01T03:00:00+00:00,15,0.216215,model-weather-experiment-640618020c918c13b93a05de,ecmwf00-a2d77f25-assumed-7b9a425c47be-1-20260131,2026-01-31T00:00:00+00:00,2026-01-31T10:00:00+00:00
2026-01-31T12:00:00+00:00,turbine-1,2026-02-01T04:00:00+00:00,16,0.188816,model-weather-experiment-640618020c918c13b93a05de,ecmwf00-a2d77f25-assumed-7b9a425c47be-1-20260131,2026-01-31T00:00:00+00:00,2026-01-31T10:00:00+00:00
2026-01-31T12:00:00+00:00,turbine-1,2026-02-01T05:00:00+00:00,17,0.168745,model-weather-experiment-640618020c918c13b93a05de,ecmwf00-a2d77f25-assumed-7b9a425c47be-1-20260131,2026-01-31T00:00:00+00:00,2026-01-31T10:00:00+00:00
2026-01-31T12:00:00+00:00,turbine-1,2026-02-01T06:00:00+00:00,18,0.248654,model-weather-experiment-640618020c918c13b93a05de,ecmwf00-a2d77f25-assumed-7b9a425c47be-1-20260131,2026-01-31T00:00:00+00:00,2026-01-31T10:00:00+00:00
2026-01-31T12:00:00+00:00,turbine-1,2026-02-01T07:00:00+00:00,19,0.253111,model-weather-experiment-640618020c918c13b93a05de,ecmwf00-a2d77f25-assumed-7b9a425c47be-1-20260131,2026-01-31T00:00:00+00:00,2026-01-31T10:00:00+00:00
2026-01-31T12:00:00+00:00,turbine-1,2026-02-01T08:00:00+00:00,20,0.285716,model-weather-experiment-640618020c918c13b93a05de,ecmwf00-a2d77f25-assumed-7b9a425c47be-1-20260131,2026-01-31T00:00:00+00:00,2026-01-31T10:00:00+00:00
2026-01-31T12:00:00+00:00,turbine-1,2026-02-01T09:00:00+00:00,21,0.212025,model-weather-experiment-640618020c918c13b93a05de,ecmwf00-a2d77f25-assumed-7b9a425c47be-1-20260131,2026-01-31T00:00:00+00:00,2026-01-31T10:00:00+00:00
2026-01-31T12:00:00+00:00,turbine-1,2026-02-01T10:00:00+00:00,22,0.198417,model-weather-experiment-640618020c918c13b93a05de,ecmwf00-a2d77f25-assumed-7b9a425c47be-1-20260131,2026-01-31T00:00:00+00:00,2026-01-31T10:00:00+00:00
2026-01-31T12:00:00+00:00,turbine-1,2026-02-01T11:00:00+00:00,23,0.35204,model-weather-experiment-640618020c918c13b93a05de,ecmwf00-a2d77f25-assumed-7b9a425c47be-1-20260131,2026-01-31T00:00:00+00:00,2026-01-31T10:00:00+00:00
2026-01-31T12:00:00+00:00,turbine-1,2026-02-01T12:00:00+00:00,24,0.446737,model-weather-experiment-640618020c918c13b93a05de,ecmwf00-a2d77f25-assumed-7b9a425c47be-1-20260131,2026-01-31T00:00:00+00:00,2026-01-31T10:00:00+00:00
2026-01-31T12:00:00+00:00,turbine-1,2026-02-01T13:00:00+00:00,25,0.507547,model-weather-experiment-640618020c918c13b93a05de,ecmwf00-a2d77f25-assumed-7b9a425c47be-1-20260131,2026-01-31T00:00:00+00:00,2026-01-31T10:00:00+00:00
2026-01-31T12:00:00+00:00,turbine-1,2026-02-01T14:00:00+00:00,26,0.461663,model-weather-experiment-640618020c918c13b93a05de,ecmwf00-a2d77f25-assumed-7b9a425c47be-1-20260131,2026-01-31T00:00:00+00:00,2026-01-31T10:00:00+00:00
2026-01-31T12:00:00+00:00,turbine-1,2026-02-01T15:00:00+00:00,27,0.502715,model-weather-experiment-640618020c918c13b93a05de,ecmwf00-a2d77f25-assumed-7b9a425c47be-1-20260131,2026-01-31T00:00:00+00:00,2026-01-31T10:00:00+00:00
2026-01-31T12:00:00+00:00,turbine-1,2026-02-01T16:00:00+00:00,28,0.482755,model-weather-experiment-640618020c918c13b93a05de,ecmwf00-a2d77f25-assumed-7b9a425c47be-1-20260131,2026-01-31T00:00:00+00:00,2026-01-31T10:00:00+00:00
2026-01-31T12:00:00+00:00,turbine-1,2026-02-01T17:00:00+00:00,29,0.4641,model-weather-experiment-640618020c918c13b93a05de,ecmwf00-a2d77f25-assumed-7b9a425c47be-1-20260131,2026-01-31T00:00:00+00:00,2026-01-31T10:00:00+00:00
2026-01-31T12:00:00+00:00,turbine-1,2026-02-01T18:00:00+00:00,30,0.41872,model-weather-experiment-640618020c918c13b93a05de,ecmwf00-a2d77f25-assumed-7b9a425c47be-1-20260131,2026-01-31T00:00:00+00:00,2026-01-31T10:00:00+00:00
2026-01-31T12:00:00+00:00,turbine-1,2026-02-01T19:00:00+00:00,31,0.396382,model-weather-experiment-640618020c918c13b93a05de,ecmwf00-a2d77f25-assumed-7b9a425c47be-1-20260131,2026-01-31T00:00:00+00:00,2026-01-31T10:00:00+00:00
2026-01-31T12:00:00+00:00,turbine-1,2026-02-01T20:00:00+00:00,32,0.394728,model-weather-experiment-640618020c918c13b93a05de,ecmwf00-a2d77f25-assumed-7b9a425c47be-1-20260131,2026-01-31T00:00:00+00:00,2026-01-31T10:00:00+00:00
2026-01-31T12:00:00+00:00,turbine-1,2026-02-01T21:00:00+00:00,33,0.42072,model-weather-experiment-640618020c918c13b93a05de,ecmwf00-a2d77f25-assumed-7b9a425c47be-1-20260131,2026-01-31T00:00:00+00:00,2026-01-31T10:00:00+00:00
2026-01-31T12:00:00+00:00,turbine-1,2026-02-01T22:00:00+00:00,34,0.414262,model-weather-experiment-640618020c918c13b93a05de,ecmwf00-a2d77f25-assumed-7b9a425c47be-1-20260131,2026-01-31T00:00:00+00:00,2026-01-31T10:00:00+00:00
2026-01-31T12:00:00+00:00,turbine-1,2026-02-01T23:00:00+00:00,35,0.462996,model-weather-experiment-640618020c918c13b93a05de,ecmwf00-a2d77f25-assumed-7b9a425c47be-1-20260131,2026-01-31T00:00:00+00:00,2026-01-31T10:00:00+00:00
2026-01-31T12:00:00+00:00,turbine-1,2026-02-02T00:00:00+00:00,36,0.481529,model-weather-experiment-640618020c918c13b93a05de,ecmwf00-a2d77f25-assumed-7b9a425c47be-1-20260131,2026-01-31T00:00:00+00:00,2026-01-31T10:00:00+00:00
2026-01-31T12:00:00+00:00,turbine-1,2026-02-02T01:00:00+00:00,37,0.46445,model-weather-experiment-640618020c918c13b93a05de,ecmwf00-a2d77f25-assumed-7b9a425c47be-1-20260131,2026-01-31T00:00:00+00:00,2026-01-31T10:00:00+00:00
2026-01-31T12:00:00+00:00,turbine-1,2026-02-02T02:00:00+00:00,38,0.523087,model-weather-experiment-640618020c918c13b93a05de,ecmwf00-a2d77f25-assumed-7b9a425c47be-1-20260131,2026-01-31T00:00:00+00:00,2026-01-31T10:00:00+00:00
2026-01-31T12:00:00+00:00,turbine-1,2026-02-02T03:00:00+00:00,39,0.497442,model-weather-experiment-640618020c918c13b93a05de,ecmwf00-a2d77f25-assumed-7b9a425c47be-1-20260131,2026-01-31T00:00:00+00:00,2026-01-31T10:00:00+00:00
2026-01-31T12:00:00+00:00,turbine-1,2026-02-02T04:00:00+00:00,40,0.623607,model-weather-experiment-640618020c918c13b93a05de,ecmwf00-a2d77f25-assumed-7b9a425c47be-1-20260131,2026-01-31T00:00:00+00:00,2026-01-31T10:00:00+00:00
2026-01-31T12:00:00+00:00,turbine-1,2026-02-02T05:00:00+00:00,41,0.502855,model-weather-experiment-640618020c918c13b93a05de,ecmwf00-a2d77f25-assumed-7b9a425c47be-1-20260131,2026-01-31T00:00:00+00:00,2026-01-31T10:00:00+00:00
2026-01-31T12:00:00+00:00,turbine-1,2026-02-02T06:00:00+00:00,42,0.667735,model-weather-experiment-640618020c918c13b93a05de,ecmwf00-a2d77f25-assumed-7b9a425c47be-1-20260131,2026-01-31T00:00:00+00:00,2026-01-31T10:00:00+00:00
2026-01-31T12:00:00+00:00,turbine-1,2026-02-02T07:00:00+00:00,43,0.863443,model-weather-experiment-640618020c918c13b93a05de,ecmwf00-a2d77f25-assumed-7b9a425c47be-1-20260131,2026-01-31T00:00:00+00:00,2026-01-31T10:00:00+00:00
2026-01-31T12:00:00+00:00,turbine-1,2026-02-02T08:00:00+00:00,44,0.960695,model-weather-experiment-640618020c918c13b93a05de,ecmwf00-a2d77f25-assumed-7b9a425c47be-1-20260131,2026-01-31T00:00:00+00:00,2026-01-31T10:00:00+00:00
2026-01-31T12:00:00+00:00,turbine-1,2026-02-02T09:00:00+00:00,45,0.948201,model-weather-experiment-640618020c918c13b93a05de,ecmwf00-a2d77f25-assumed-7b9a425c47be-1-20260131,2026-01-31T00:00:00+00:00,2026-01-31T10:00:00+00:00
2026-01-31T12:00:00+00:00,turbine-1,2026-02-02T10:00:00+00:00,46,0.905875,model-weather-experiment-640618020c918c13b93a05de,ecmwf00-a2d77f25-assumed-7b9a425c47be-1-20260131,2026-01-31T00:00:00+00:00,2026-01-31T10:00:00+00:00
2026-01-31T12:00:00+00:00,turbine-1,2026-02-02T11:00:00+00:00,47,0.149978,model-weather-experiment-640618020c918c13b93a05de,ecmwf00-a2d77f25-assumed-7b9a425c47be-1-20260131,2026-01-31T00:00:00+00:00,2026-01-31T10:00:00+00:00
2026-01-31T12:00:00+00:00,turbine-1,2026-02-02T12:00:00+00:00,48,0.01113,model-weather-experiment-640618020c918c13b93a05de,ecmwf00-a2d77f25-assumed-7b9a425c47be-1-20260131,2026-01-31T00:00:00+00:00,2026-01-31T10:00:00+00:00
2026-01-31T12:00:00+00:00,turbine-2,2026-01-31T13:00:00+00:00,1,0.598021,model-weather-experiment-640618020c918c13b93a05de,ecmwf00-a2d77f25-assumed-7b9a425c47be-2-20260131,2026-01-31T00:00:00+00:00,2026-01-31T10:00:00+00:00
2026-01-31T12:00:00+00:00,turbine-2,2026-01-31T14:00:00+00:00,2,0.353265,model-weather-experiment-640618020c918c13b93a05de,ecmwf00-a2d77f25-assumed-7b9a425c47be-2-20260131,2026-01-31T00:00:00+00:00,2026-01-31T10:00:00+00:00
2026-01-31T12:00:00+00:00,turbine-2,2026-01-31T15:00:00+00:00,3,0.127676,model-weather-experiment-640618020c918c13b93a05de,ecmwf00-a2d77f25-assumed-7b9a425c47be-2-20260131,2026-01-31T00:00:00+00:00,2026-01-31T10:00:00+00:00
2026-01-31T12:00:00+00:00,turbine-2,2026-01-31T16:00:00+00:00,4,0.085729,model-weather-experiment-640618020c918c13b93a05de,ecmwf00-a2d77f25-assumed-7b9a425c47be-2-20260131,2026-01-31T00:00:00+00:00,2026-01-31T10:00:00+00:00
2026-01-31T12:00:00+00:00,turbine-2,2026-01-31T17:00:00+00:00,5,0.060949,model-weather-experiment-640618020c918c13b93a05de,ecmwf00-a2d77f25-assumed-7b9a425c47be-2-20260131,2026-01-31T00:00:00+00:00,2026-01-31T10:00:00+00:00
2026-01-31T12:00:00+00:00,turbine-2,2026-01-31T18:00:00+00:00,6,0.051481,model-weather-experiment-640618020c918c13b93a05de,ecmwf00-a2d77f25-assumed-7b9a425c47be-2-20260131,2026-01-31T00:00:00+00:00,2026-01-31T10:00:00+00:00
2026-01-31T12:00:00+00:00,turbine-2,2026-01-31T19:00:00+00:00,7,0.041131,model-weather-experiment-640618020c918c13b93a05de,ecmwf00-a2d77f25-assumed-7b9a425c47be-2-20260131,2026-01-31T00:00:00+00:00,2026-01-31T10:00:00+00:00
2026-01-31T12:00:00+00:00,turbine-2,2026-01-31T20:00:00+00:00,8,0.033208,model-weather-experiment-640618020c918c13b93a05de,ecmwf00-a2d77f25-assumed-7b9a425c47be-2-20260131,2026-01-31T00:00:00+00:00,2026-01-31T10:00:00+00:00
2026-01-31T12:00:00+00:00,turbine-2,2026-01-31T21:00:00+00:00,9,0.031548,model-weather-experiment-640618020c918c13b93a05de,ecmwf00-a2d77f25-assumed-7b9a425c47be-2-20260131,2026-01-31T00:00:00+00:00,2026-01-31T10:00:00+00:00
2026-01-31T12:00:00+00:00,turbine-2,2026-01-31T22:00:00+00:00,10,0.02881,model-weather-experiment-640618020c918c13b93a05de,ecmwf00-a2d77f25-assumed-7b9a425c47be-2-20260131,2026-01-31T00:00:00+00:00,2026-01-31T10:00:00+00:00
2026-01-31T12:00:00+00:00,turbine-2,2026-01-31T23:00:00+00:00,11,0.029661,model-weather-experiment-640618020c918c13b93a05de,ecmwf00-a2d77f25-assumed-7b9a425c47be-2-20260131,2026-01-31T00:00:00+00:00,2026-01-31T10:00:00+00:00
2026-01-31T12:00:00+00:00,turbine-2,2026-02-01T00:00:00+00:00,12,0.02978,model-weather-experiment-640618020c918c13b93a05de,ecmwf00-a2d77f25-assumed-7b9a425c47be-2-20260131,2026-01-31T00:00:00+00:00,2026-01-31T10:00:00+00:00
2026-01-31T12:00:00+00:00,turbine-2,2026-02-01T01:00:00+00:00,13,0.030498,model-weather-experiment-640618020c918c13b93a05de,ecmwf00-a2d77f25-assumed-7b9a425c47be-2-20260131,2026-01-31T00:00:00+00:00,2026-01-31T10:00:00+00:00
2026-01-31T12:00:00+00:00,turbine-2,2026-02-01T02:00:00+00:00,14,0.057424,model-weather-experiment-640618020c918c13b93a05de,ecmwf00-a2d77f25-assumed-7b9a425c47be-2-20260131,2026-01-31T00:00:00+00:00,2026-01-31T10:00:00+00:00
2026-01-31T12:00:00+00:00,turbine-2,2026-02-01T03:00:00+00:00,15,0.205554,model-weather-experiment-640618020c918c13b93a05de,ecmwf00-a2d77f25-assumed-7b9a425c47be-2-20260131,2026-01-31T00:00:00+00:00,2026-01-31T10:00:00+00:00
2026-01-31T12:00:00+00:00,turbine-2,2026-02-01T04:00:00+00:00,16,0.166459,model-weather-experiment-640618020c918c13b93a05de,ecmwf00-a2d77f25-assumed-7b9a425c47be-2-20260131,2026-01-31T00:00:00+00:00,2026-01-31T10:00:00+00:00
2026-01-31T12:00:00+00:00,turbine-2,2026-02-01T05:00:00+00:00,17,0.159072,model-weather-experiment-640618020c918c13b93a05de,ecmwf00-a2d77f25-assumed-7b9a425c47be-2-20260131,2026-01-31T00:00:00+00:00,2026-01-31T10:00:00+00:00
2026-01-31T12:00:00+00:00,turbine-2,2026-02-01T06:00:00+00:00,18,0.234511,model-weather-experiment-640618020c918c13b93a05de,ecmwf00-a2d77f25-assumed-7b9a425c47be-2-20260131,2026-01-31T00:00:00+00:00,2026-01-31T10:00:00+00:00
2026-01-31T12:00:00+00:00,turbine-2,2026-02-01T07:00:00+00:00,19,0.246004,model-weather-experiment-640618020c918c13b93a05de,ecmwf00-a2d77f25-assumed-7b9a425c47be-2-20260131,2026-01-31T00:00:00+00:00,2026-01-31T10:00:00+00:00
2026-01-31T12:00:00+00:00,turbine-2,2026-02-01T08:00:00+00:00,20,0.273824,model-weather-experiment-640618020c918c13b93a05de,ecmwf00-a2d77f25-assumed-7b9a425c47be-2-20260131,2026-01-31T00:00:00+00:00,2026-01-31T10:00:00+00:00
2026-01-31T12:00:00+00:00,turbine-2,2026-02-01T09:00:00+00:00,21,0.205368,model-weather-experiment-640618020c918c13b93a05de,ecmwf00-a2d77f25-assumed-7b9a425c47be-2-20260131,2026-01-31T00:00:00+00:00,2026-01-31T10:00:00+00:00
2026-01-31T12:00:00+00:00,turbine-2,2026-02-01T10:00:00+00:00,22,0.183039,model-weather-experiment-640618020c918c13b93a05de,ecmwf00-a2d77f25-assumed-7b9a425c47be-2-20260131,2026-01-31T00:00:00+00:00,2026-01-31T10:00:00+00:00
2026-01-31T12:00:00+00:00,turbine-2,2026-02-01T11:00:00+00:00,23,0.334061,model-weather-experiment-640618020c918c13b93a05de,ecmwf00-a2d77f25-assumed-7b9a425c47be-2-20260131,2026-01-31T00:00:00+00:00,2026-01-31T10:00:00+00:00
2026-01-31T12:00:00+00:00,turbine-2,2026-02-01T12:00:00+00:00,24,0.434449,model-weather-experiment-640618020c918c13b93a05de,ecmwf00-a2d77f25-assumed-7b9a425c47be-2-20260131,2026-01-31T00:00:00+00:00,2026-01-31T10:00:00+00:00
2026-01-31T12:00:00+00:00,turbine-2,2026-02-01T13:00:00+00:00,25,0.461543,model-weather-experiment-640618020c918c13b93a05de,ecmwf00-a2d77f25-assumed-7b9a425c47be-2-20260131,2026-01-31T00:00:00+00:00,2026-01-31T10:00:00+00:00
2026-01-31T12:00:00+00:00,turbine-2,2026-02-01T14:00:00+00:00,26,0.426692,model-weather-experiment-640618020c918c13b93a05de,ecmwf00-a2d77f25-assumed-7b9a425c47be-2-20260131,2026-01-31T00:00:00+00:00,2026-01-31T10:00:00+00:00
2026-01-31T12:00:00+00:00,turbine-2,2026-02-01T15:00:00+00:00,27,0.453276,model-weather-experiment-640618020c918c13b93a05de,ecmwf00-a2d77f25-assumed-7b9a425c47be-2-20260131,2026-01-31T00:00:00+00:00,2026-01-31T10:00:00+00:00
2026-01-31T12:00:00+00:00,turbine-2,2026-02-01T16:00:00+00:00,28,0.423644,model-weather-experiment-640618020c918c13b93a05de,ecmwf00-a2d77f25-assumed-7b9a425c47be-2-20260131,2026-01-31T00:00:00+00:00,2026-01-31T10:00:00+00:00
2026-01-31T12:00:00+00:00,turbine-2,2026-02-01T17:00:00+00:00,29,0.41262,model-weather-experiment-640618020c918c13b93a05de,ecmwf00-a2d77f25-assumed-7b9a425c47be-2-20260131,2026-01-31T00:00:00+00:00,2026-01-31T10:00:00+00:00
2026-01-31T12:00:00+00:00,turbine-2,2026-02-01T18:00:00+00:00,30,0.376874,model-weather-experiment-640618020c918c13b93a05de,ecmwf00-a2d77f25-assumed-7b9a425c47be-2-20260131,2026-01-31T00:00:00+00:00,2026-01-31T10:00:00+00:00
2026-01-31T12:00:00+00:00,turbine-2,2026-02-01T19:00:00+00:00,31,0.364944,model-weather-experiment-640618020c918c13b93a05de,ecmwf00-a2d77f25-assumed-7b9a425c47be-2-20260131,2026-01-31T00:00:00+00:00,2026-01-31T10:00:00+00:00
2026-01-31T12:00:00+00:00,turbine-2,2026-02-01T20:00:00+00:00,32,0.341641,model-weather-experiment-640618020c918c13b93a05de,ecmwf00-a2d77f25-assumed-7b9a425c47be-2-20260131,2026-01-31T00:00:00+00:00,2026-01-31T10:00:00+00:00
2026-01-31T12:00:00+00:00,turbine-2,2026-02-01T21:00:00+00:00,33,0.369785,model-weather-experiment-640618020c918c13b93a05de,ecmwf00-a2d77f25-assumed-7b9a425c47be-2-20260131,2026-01-31T00:00:00+00:00,2026-01-31T10:00:00+00:00
2026-01-31T12:00:00+00:00,turbine-2,2026-02-01T22:00:00+00:00,34,0.369081,model-weather-experiment-640618020c918c13b93a05de,ecmwf00-a2d77f25-assumed-7b9a425c47be-2-20260131,2026-01-31T00:00:00+00:00,2026-01-31T10:00:00+00:00
2026-01-31T12:00:00+00:00,turbine-2,2026-02-01T23:00:00+00:00,35,0.398978,model-weather-experiment-640618020c918c13b93a05de,ecmwf00-a2d77f25-assumed-7b9a425c47be-2-20260131,2026-01-31T00:00:00+00:00,2026-01-31T10:00:00+00:00
2026-01-31T12:00:00+00:00,turbine-2,2026-02-02T00:00:00+00:00,36,0.449652,model-weather-experiment-640618020c918c13b93a05de,ecmwf00-a2d77f25-assumed-7b9a425c47be-2-20260131,2026-01-31T00:00:00+00:00,2026-01-31T10:00:00+00:00
2026-01-31T12:00:00+00:00,turbine-2,2026-02-02T01:00:00+00:00,37,0.4482,model-weather-experiment-640618020c918c13b93a05de,ecmwf00-a2d77f25-assumed-7b9a425c47be-2-20260131,2026-01-31T00:00:00+00:00,2026-01-31T10:00:00+00:00
2026-01-31T12:00:00+00:00,turbine-2,2026-02-02T02:00:00+00:00,38,0.471765,model-weather-experiment-640618020c918c13b93a05de,ecmwf00-a2d77f25-assumed-7b9a425c47be-2-20260131,2026-01-31T00:00:00+00:00,2026-01-31T10:00:00+00:00
2026-01-31T12:00:00+00:00,turbine-2,2026-02-02T03:00:00+00:00,39,0.469783,model-weather-experiment-640618020c918c13b93a05de,ecmwf00-a2d77f25-assumed-7b9a425c47be-2-20260131,2026-01-31T00:00:00+00:00,2026-01-31T10:00:00+00:00
2026-01-31T12:00:00+00:00,turbine-2,2026-02-02T04:00:00+00:00,40,0.608428,model-weather-experiment-640618020c918c13b93a05de,ecmwf00-a2d77f25-assumed-7b9a425c47be-2-20260131,2026-01-31T00:00:00+00:00,2026-01-31T10:00:00+00:00
2026-01-31T12:00:00+00:00,turbine-2,2026-02-02T05:00:00+00:00,41,0.480657,model-weather-experiment-640618020c918c13b93a05de,ecmwf00-a2d77f25-assumed-7b9a425c47be-2-20260131,2026-01-31T00:00:00+00:00,2026-01-31T10:00:00+00:00
2026-01-31T12:00:00+00:00,turbine-2,2026-02-02T06:00:00+00:00,42,0.658703,model-weather-experiment-640618020c918c13b93a05de,ecmwf00-a2d77f25-assumed-7b9a425c47be-2-20260131,2026-01-31T00:00:00+00:00,2026-01-31T10:00:00+00:00
2026-01-31T12:00:00+00:00,turbine-2,2026-02-02T07:00:00+00:00,43,0.865388,model-weather-experiment-640618020c918c13b93a05de,ecmwf00-a2d77f25-assumed-7b9a425c47be-2-20260131,2026-01-31T00:00:00+00:00,2026-01-31T10:00:00+00:00
2026-01-31T12:00:00+00:00,turbine-2,2026-02-02T08:00:00+00:00,44,0.948053,model-weather-experiment-640618020c918c13b93a05de,ecmwf00-a2d77f25-assumed-7b9a425c47be-2-20260131,2026-01-31T00:00:00+00:00,2026-01-31T10:00:00+00:00
2026-01-31T12:00:00+00:00,turbine-2,2026-02-02T09:00:00+00:00,45,0.954341,model-weather-experiment-640618020c918c13b93a05de,ecmwf00-a2d77f25-assumed-7b9a425c47be-2-20260131,2026-01-31T00:00:00+00:00,2026-01-31T10:00:00+00:00
2026-01-31T12:00:00+00:00,turbine-2,2026-02-02T10:00:00+00:00,46,0.910388,model-weather-experiment-640618020c918c13b93a05de,ecmwf00-a2d77f25-assumed-7b9a425c47be-2-20260131,2026-01-31T00:00:00+00:00,2026-01-31T10:00:00+00:00
2026-01-31T12:00:00+00:00,turbine-2,2026-02-02T11:00:00+00:00,47,0.151931,model-weather-experiment-640618020c918c13b93a05de,ecmwf00-a2d77f25-assumed-7b9a425c47be-2-20260131,2026-01-31T00:00:00+00:00,2026-01-31T10:00:00+00:00
2026-01-31T12:00:00+00:00,turbine-2,2026-02-02T12:00:00+00:00,48,0.014661,model-weather-experiment-640618020c918c13b93a05de,ecmwf00-a2d77f25-assumed-7b9a425c47be-2-20260131,2026-01-31T00:00:00+00:00,2026-01-31T10:00:00+00:00
2026-02-01T12:00:00+00:00,turbine-1,2026-02-01T13:00:00+00:00,1,0.413069,model-weather-experiment-640618020c918c13b93a05de,ecmwf00-a2d77f25-assumed-7b9a425c47be-1-20260201,2026-02-01T00:00:00+00:00,2026-02-01T10:00:00+00:00
2026-02-01T12:00:00+00:00,turbine-1,2026-02-01T14:00:00+00:00,2,0.484254,model-weather-experiment-640618020c918c13b93a05de,ecmwf00-a2d77f25-assumed-7b9a425c47be-1-20260201,2026-02-01T00:00:00+00:00,2026-02-01T10:00:00+00:00
2026-02-01T12:00:00+00:00,turbine-1,2026-02-01T15:00:00+00:00,3,0.410316,model-weather-experiment-640618020c918c13b93a05de,ecmwf00-a2d77f25-assumed-7b9a425c47be-1-20260201,2026-02-01T00:00:00+00:00,2026-02-01T10:00:00+00:00
2026-02-01T12:00:00+00:00,turbine-1,2026-02-01T16:00:00+00:00,4,0.396476,model-weather-experiment-640618020c918c13b93a05de,ecmwf00-a2d77f25-assumed-7b9a425c47be-1-20260201,2026-02-01T00:00:00+00:00,2026-02-01T10:00:00+00:00
2026-02-01T12:00:00+00:00,turbine-1,2026-02-01T17:00:00+00:00,5,0.380206,model-weather-experiment-640618020c918c13b93a05de,ecmwf00-a2d77f25-assumed-7b9a425c47be-1-20260201,2026-02-01T00:00:00+00:00,2026-02-01T10:00:00+00:00
2026-02-01T12:00:00+00:00,turbine-1,2026-02-01T18:00:00+00:00,6,0.357518,model-weather-experiment-640618020c918c13b93a05de,ecmwf00-a2d77f25-assumed-7b9a425c47be-1-20260201,2026-02-01T00:00:00+00:00,2026-02-01T10:00:00+00:00
